datasetName,datasetUrl,datasetDescr,datasetCategory,update,tags,catUrl,catPage
Central Processing Unit (CPU) Processing/Booking of Arrestees,https://data.montgomerycountymd.gov/Public-Safety/Central-Processing-Unit-CPU-Processing-Booking-of-/sari-cs3z," MCDC is primarily responsible for the intake and law enforcement processing of adult male and female offenders arrested in Montgomery County and has a facility capacity to accommodate approximately 200 inmates. Over 13,000 offenders annually arrive at MCDC’s Central Processing Unit (CPU).  This dataset captures the monthly count of those processed per Shift at our Central Processing Unit located at Montgomery County Detention Services (MCDC). There are total of three shifts (Shift 2: 6:30am-3pm, Shift 3: 2:30pm-11pm, Shift 1: 10:30pm-7am)- half hour overlap is shift change/roll call. The dataset further identifies the data as either “Criminal” or “Traffic.” Update Frequency : Monthly ",Public Safety,January 20 2020,"central processing unit,cpu,bookings,",https://data.montgomerycountymd.gov/browse?&page=21,21
chart average evaluation by city,https://data.montgomerycountymd.gov/Finance-Tax-Property/chart-average-evaluation-by-city/ewam-pnyn," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Finance/Tax/Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=40,40
Chart of Avg Valuation by City,https://data.montgomerycountymd.gov/Property/Chart-of-Avg-Valuation-by-City/t8v9-qkfp," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=48,48
CHART OF AVG VALUATION BY CITY,https://data.montgomerycountymd.gov/Property/CHART-OF-AVG-VALUATION-BY-CITY/u89d-w73d," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=10,10
Chart of Cases by Allegation,https://data.montgomerycountymd.gov/Public-Safety/Chart-of-Cases-by-Allegation/kb8r-fiau, This dataset contains allegations brought to the attention of the Internal Affairs Division either through external complaints or internal complaint or recognition. Any information that can be used to uniquely identify the complainant or the involved employee will not be published. Update Frequency : Weekly. ,Public Safety,January 24 2020,"finding,allegations,internal affair,",https://data.montgomerycountymd.gov/browse?&page=36,36
Child Welfare Investigations,https://data.montgomerycountymd.gov/Health-and-Human-Services/Child-Welfare-Investigations/v25e-ftht," This dataset shows the monthly count of new and completed investigations conducted by Child Welfare Services, broken down by type and outcome. The dataset includes statistics for both traditional Investigation Responses and for Alternative Responses. An Alternative Response is intended to increase engagement and service usage through a collaborative partnership with families in cases where there is no Child Protective Services history and the referral suggests low risk of harm to the child. A completed Investigation Response can have one of three outcomes: (1) allegation indicated -- credible evidence found which has not been satisfactorily refuted; (2) allegation ruled out – credible evidence found that the abuse did not occur; and (3) allegation unsubstantiated – insufficient evidence found to support a finding of indicated or ruled out abuse. This dataset is updated quarterly. ",Health and Human Services,June 20 2019,"child investigations,childhood,child services,",https://data.montgomerycountymd.gov/browse?&page=70,70
CIP DataSet for Budget Montgomery,https://data.montgomerycountymd.gov/dataset/CIP-DataSet-for-Budget-Montgomery/ww4d-tnet, CIP DataSet for Budget Montgomery ,NA,July 25 2016,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=30,30
CIP Project by RSC Regions,https://data.montgomerycountymd.gov/Government/CIP-Project-by-RSC-Regions/8xw2-5dmd, This dataset includes pertinent information relating to a capital project’s status administered by the Department of Transportation and the Department of General Services. The current phases for the projects will be updated quarterly and the list of projects will be updated annually when the County Council approves capital projects in May. Supplemental or projects added during the year will be added as they are approved by the County Council. Update Frequency: Quarterly ,Government,March 29 2019,"capital improvement program,budget,project status,cip,",https://data.montgomerycountymd.gov/browse?&page=56,56
CIP Project Phase List,https://data.montgomerycountymd.gov/dataset/CIP-Project-Phase-List/79k8-wsem, A list of Project Phases the County employs in managing and tracking its capital projects. ,NA,July 24 2015,"project phase list,cip,",https://data.montgomerycountymd.gov/browse?&page=48,48
Closed MC311 Service Request Count (since 07/01/2012),https://data.montgomerycountymd.gov/Government/Closed-MC311-Service-Request-Count-since-07-01-201/gwiy-tbx5," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=11,11
Closed Solicitations by Closing Date DESC,https://data.montgomerycountymd.gov/Government/Closed-Solicitations-by-Closing-Date-DESC/w53y-7et8, The dataset contains a listing of all active and closed Montgomery County solicitations issued in the past 7 years. Data Update Frequency : Daily. ,Government,January 29 2020,"solicitation,bid,contract,business,",https://data.montgomerycountymd.gov/browse?&page=22,22
Code Enforcement,https://data.montgomerycountymd.gov/Consumer-Housing/Code-Enforcement/i27s-rrv4,NA,Consumer/Housing,January 26 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=33,33
College or University [arcgis_rest_services_general_college_university_MapServer_0],https://data.montgomerycountymd.gov/Education/College-or-University-arcgis_rest_services_general/9v9e-jcga, https://gis3.montgomerycountymd.gov/arcgis/rest/services/general/college_university/MapServer/0 ,Education,December 23 2015,"university,education. college,schools,geographic,map,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=44,44
Colleges & Universities,https://data.montgomerycountymd.gov/dataset/Colleges-Universities/vn66-qv83, https://gis3.montgomerycountymd.gov/arcgis/rest/services/general/college_university/MapServer/0 ,NA,December 23 2015,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=65,65
Commercial Fast Track Permits,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Fast-Track-Permits/drdm-p89i," Commercial alteration permits issued through DPS' Fast Track process.
Update Frequency : Daily. ",Licenses/Permits,January 29 2020,"permit,fast_track,process,commercial,alteration,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=14,14
Commercial Fast Track Permits-API,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Fast-Track-Permits-API/6zyj-8jqa," Commercial alteration permits issued through DPS' Fast Track process.
Update Frequency : Daily. ",Licenses/Permits,January 29 2020,"permits issued,alteration,commercial,process,fast_track,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=21,21
Commercial Impact Tax for Gaithersburg,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Gaithersburg/uwvj-gxqd, Impact Taxes for Commercial permits in the City of Gaithersburg. Update Frequency : Daily ,Licenses/Permits,January 29 2020,"commercial,impact,taxes,gaithersburg,",https://data.montgomerycountymd.gov/browse?&page=17,17
Commercial Impact Tax for Gaithersburg-API,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Gaithersburg-API/p3x9-g26b, Impact Taxes for Commercial permits in the City of Gaithersburg. Update Frequency : Daily ,Licenses/Permits,January 29 2020,"gaithersburg,taxes,impact,commercial,",https://data.montgomerycountymd.gov/browse?&page=15,15
Commercial Impact Tax for Rockville,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Rockville/r5vz-knwn, Impact Taxes for Commercial permits in the City of Rockville. Update Frequency : Daily ,Licenses/Permits,January 29 2020,"commercial,impact,taxes,rockville,",https://data.montgomerycountymd.gov/browse?&page=19,19
Commercial Impact Tax for Rockville-API,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Rockville-API/ey8s-xz7z, Impact Taxes for Commercial permits in the City of Rockville. Update Frequency : Daily ,Licenses/Permits,January 29 2020,"rockville,taxes,impact,commercial,",https://data.montgomerycountymd.gov/browse?&page=17,17
Commercial Parking Lots,https://data.montgomerycountymd.gov/Consumer-Housing/Commercial-Parking-Lots/weic-kzbi," Names of parking lot owners and inventory
Update Frequency: Semi-Annually ",Consumer/Housing,January 1 2020,"parking lots,commercial,spaces,",https://data.montgomerycountymd.gov/browse?&page=43,43
Commercial Permits,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Permits/i26v-w6bd," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"permits,commercial,permitting,",https://data.montgomerycountymd.gov/browse?&page=3,3
CommercialPermits-API,https://data.montgomerycountymd.gov/Property/CommercialPermits-API/98z8-bqz4," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=10,10
Commercial Permits greater than 1mil,https://data.montgomerycountymd.gov/Property/Commercial-Permits-greater-than-1mil/ybcn-8dfs," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=46,46
Commercial Permits Issued in 2013,https://data.montgomerycountymd.gov/dataset/Commercial-Permits-Issued-in-2013/d4ve-piw2," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",NA,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=15,15
Commercial Permits Map,https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Permits-Map/rqws-6jjp," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Licenses/Permits,January 29 2020,"permitting,commercial,permits,",https://data.montgomerycountymd.gov/browse?&page=22,22
Commerical average valuation chart by city,https://data.montgomerycountymd.gov/Property/Commerical-average-valuation-chart-by-city/sqh4-m34v," Data for all Commercial Building Permits issued since 2000, including status and work performed. Update Frequency: Daily ",Property,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=48,48
Communities,https://data.montgomerycountymd.gov/dataset/Communities/25a5-wh6c, https://gis3.montgomerycountymd.gov/arcgis/rest/services/general/communities/MapServer/0 ,NA,March 17 2016,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=60,60
Communities [arcgis_rest_services_general_communities_MapServer_0],https://data.montgomerycountymd.gov/dataset/Communities-arcgis_rest_services_general_communiti/e2m9-uugw, https://gis3.montgomerycountymd.gov/arcgis/rest/services/general/communities/MapServer/0 ,NA,March 17 2016,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=42,42
Community Use Center Information,https://data.montgomerycountymd.gov/Community-Recreation/Community-Use-Center-Information/y636-7qmd, Facility locations and contact information for community use. Updated as needed. ,Community/Recreation,November 15 2018,"gyms,activity rooms,basketball courts,soccer fields,ballfields,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=5,5
Community Use Center Information View 1,https://data.montgomerycountymd.gov/Community-Recreation/Community-Use-Center-Information-View-1/rn5z-u8si, Source:ActiveMontgomery ,Community/Recreation,November 15 2018,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=65,65
Community Use Information Map,https://data.montgomerycountymd.gov/Community-Recreation/Community-Use-Information-Map/n6gw-9gtn, Find CUPF Staff Information and Ball Field Locations ,Community/Recreation,February 16 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=57,57
Completed MC311 Service Requests by Department (since 07/01/2012),https://data.montgomerycountymd.gov/Government/Completed-MC311-Service-Requests-by-Department-sin/yqs9-g2vr," Pie chart display of all closed MC311 Service Requests received (via email or phone) since July 1, 2012 - grouped by the assigned department. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=17,17
Completed MC311 Service Requests by Topic (since 07/01/2012),https://data.montgomerycountymd.gov/Government/Completed-MC311-Service-Requests-by-Topic-since-07/cw2m-r2zp," Pie chart display of all closed MC311 Service Requests received (via email or phone) since July 1, 2012 - grouped by their Solution Topic. ",Government,January 29 2020,"services,mc311,",https://data.montgomerycountymd.gov/browse?&page=2,2
Completed MC311 Service Requests by Topic (since 07/01/2012),https://data.montgomerycountymd.gov/Government/Completed-MC311-Service-Requests-by-Topic-since-07/tu9b-fer8," Information on all MC311 Service Requests received (via email or phone) since July 1, 2012. This data is updated daily.
The PIO’s business requirement includes adding the following data elements to the new and enhanced open data site being proposed by DTS. This data is derived from requests for service which originate in the CSC, from the County’s web portal, and via “walk-ins” from county departments including but not limited to DHCA.
•	SLA – to indicate the number of days in county business days the department has to fulfill the request. County business days must exclude weekends, county holidays and days when the county is closed due to inclement weather (snow days, etc) per CountyStat’s business requirement. This field has been published in the existing MC311 Service Requests dataset with the field name ‘Attached Solution SLA Days’.
•	+/- SLA –to indicate the number of days a service request is over or under SLA as is currently measured by CountyStat. The following 4 fields will be added to fulfill this line item
	# of days open – Number of County Business days the Service Request has been opened.
	Within SLA Window? - To indicate the number of days a service request is over or under SLA as is currently measured by CountyStat.
	SLA Yes – Number of days to fulfill the service request is under the SLA window.
	SLA No -– Number of days to fulfill the service request is over the SLA window. ",Government,January 29 2020,"requests,service,311,services,mc311,",https://data.montgomerycountymd.gov/browse?&page=38,38
Congressional Districts,https://data.montgomerycountymd.gov/dataset/Congressional-Districts/hqc2-2rxv, https://gis4.montgomerycountymd.gov/arcgis/rest/services/elections/congressional/MapServer/0 ,NA,December 16 2015,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=57,57
Congressional Districts [arcgis_rest_services_elections_congressional_MapServer_0],https://data.montgomerycountymd.gov/Elections/Congressional-Districts-arcgis_rest_services_elect/ygyh-cq7w, https://gis4.montgomerycountymd.gov/arcgis/rest/services/elections/congressional/MapServer/0 ,Elections,December 16 2015,"voting,congressional district,geographic,map,technology,",https://data.montgomerycountymd.gov/browse?&page=41,41
Construction Activities of Commercial Permits,https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-Commercial-Permits/7ate-xrxm," This dataset contains data for all Commercial Building Permit applications issued in the last five years, including status and work performed. ",Licenses/Permits,January 29 2020,"license,construction,activity,commercial,permits,",https://data.montgomerycountymd.gov/browse?&page=28,28
"Construction Activities of open (Issued, not final) Commercial Demolition Permits",https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-C/ha72-8evs," This dataset contains data for all Commercial Demolition Permit applications issued in the last five years, including status and work performed. ",Licenses/Permits,January 29 2020,"license,construction,activity,open,commercial,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=27,27
"Construction Activities of open (Issued, not final) Public Right-of-Way Permits",https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-P/ktqv-9vft," This dataset contains data for all Public Right-of-Way Permit applications issued in the last five years, including status and work performed. ",Licenses/Permits,January 29 2020,"construction activities,permits,open,issued,public right of way,",https://data.montgomerycountymd.gov/browse?&page=23,23
Construction Activity Map,https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activity-Map/qyqs-qffn," This dataset contains data for all Public Right-of-Way Permit applications issued in the last five years, including status and work performed. ",Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=35,35
Construction Activity Map,https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activity-Map/3mq2-mbfk,NA,Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=45,45
Construction Activity Map (Satellite View),https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activity-Map-Satellite-View-/c79e-2rst," This dataset contains data for all Public Right-of-Way Permit applications issued in the last five years, including status and work performed. ",Licenses/Permits,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=35,35
Construction Contracts,https://data.montgomerycountymd.gov/Government/Construction-Contracts/6dgp-mw2q, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=26,26
Content Config,https://data.montgomerycountymd.gov/dataset/Content-Config/6yf4-3awu, Dataset created for budgetMontgomery ,NA,March 16 2016,"config,content,",https://data.montgomerycountymd.gov/browse?&page=54,54
Content Config Spending Mont,https://data.montgomerycountymd.gov/Financial/Content-Config-Spending-Mont/fkvb-dteg, Content for spendingMontgomery page ,Financial,December 11 2014,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=62,62
Contracts,https://data.montgomerycountymd.gov/Government/Contracts/vmu2-pnrc, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contracts,procurement,contract,",https://data.montgomerycountymd.gov/browse?&page=2,2
Contracts,https://data.montgomerycountymd.gov/Government/Contracts/9qrn-692b, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=4,4
Contracts-API,https://data.montgomerycountymd.gov/Government/Contracts-API/mytb-swri, The following dataset is a listing of all active County contracts. This list is updated daily. Update Frequency: Daily ,Government,January 29 2020,"procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=12,12
Contract Spending,https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v, This view includes a summary payments made to vendors with County Contracts. Some contract spending data has been protected temporarily as Montgomery County continues to review data. Update Frequency: Quarterly ,Finance/Tax/Property,January 25 2020,"contracts,purchase order,suppliers,vendors,invoices,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=8,8
Cooking Camps,https://data.montgomerycountymd.gov/Community-Recreation/Cooking-Camps/d8hb-rmyc," List of all Camps to include Aquatics, Basketball, Soccer, Special Interest, General Sports, Therapeutic and more. Dates, Times, Age Requirements, and Locations included.
Update Frequency: Annually ",Community/Recreation,January 29 2020,"basketball,soccer,running,pools,swimming,and 3 more,",https://data.montgomerycountymd.gov/browse?&page=75,75
Copy of Pavement Condition Index as of 2019,https://data.montgomerycountymd.gov/Transportation/Copy-of-Pavement-Condition-Index-as-of-2019/uwcm-irmc,NA,Transportation,December 27 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=83,83
Copy of Personnel v Operating Costs by Department,https://data.montgomerycountymd.gov/Finance-Tax-Property/Copy-of-Personnel-v-Operating-Costs-by-Department/7txa-r4ip,NA,Finance/Tax/Property,December 27 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=83,83
Copy of Road Closures,https://data.montgomerycountymd.gov/Government/Copy-of-Road-Closures/iv59-m7ei, State and County roads temporarily closed in the County as reported by State and County DOT. Updated throughout the day. ,Government,January 29 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=80,80
Correctional Facility Average Daily Population,https://data.montgomerycountymd.gov/Public-Safety/Correctional-Facility-Average-Daily-Population/gknn-vrfa," This dataset contains Accumulated monthly with details from Pre-Trial Average daily caseload * Detention Services, Average daily population for MCCF, MCDC, PRRS and Pre-Release average daily population for the last 3 calendar years.
Update Frequency : Monthly ",Public Safety,January 8 2020,"average,daily,population,",https://data.montgomerycountymd.gov/browse?&page=26,26
Council Districts,https://data.montgomerycountymd.gov/Government/Council-Districts/c3s8-g26n, Five council districts with representative for each. There are also four At-Large Council Members not shown in this data. ,Government,August 24 2016,"council district,county council,councilmanic,",https://data.montgomerycountymd.gov/browse?&page=44,44
Council Districts,https://data.montgomerycountymd.gov/Government/Council-Districts/aije-gf78, Five council districts with representative for each. There are also four At-Large Council Members not shown in this data. ,Government,February 20 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=79,79
Counter by date,https://data.montgomerycountymd.gov/Licenses-Permits/Counter-by-date/jqn2-ared, Plan reviews completed by Permitting Services. ,Licenses/Permits,January 29 2020,"permits,reivew,plan,",https://data.montgomerycountymd.gov/browse?&page=14,14
County Government Building Utility Cost,https://data.montgomerycountymd.gov/Government/County-Government-Building-Utility-Cost/jbem-3atr," Gas, water and electric utilities used in County government owned and leased facilities. Updated annually. ",Government,November 6 2019,"propane,heating oil,utilities,electric,eletricity,and 2 more,",https://data.montgomerycountymd.gov/browse?&page=68,68
County Government Building Utility Usage,https://data.montgomerycountymd.gov/Government/County-Government-Building-Utility-Usage/fiuj-3c4c," Gas, water and electric utilities used in government owned and leased facilities ",Government,November 6 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=81,81
County Government WiFi Locations,https://data.montgomerycountymd.gov/Technology/County-Government-WiFi-Locations/363x-ak2g, A list of all Montgomery County WiFi Hot Spots. Update Frequency: Quarterly ,Technology,April 23 2018,"surf the web,cloud,www,internet,wifi,",https://data.montgomerycountymd.gov/browse?&page=32,32
County Government WiFi Locations - API,https://data.montgomerycountymd.gov/Technology/County-Government-WiFi-Locations-API/xcik-t7a6, A list of all Montgomery County WiFi Hot Spots. Update Frequency: Quarterly ,Technology,April 23 2018,"surf the web,cloud,www,internet,wifi,",https://data.montgomerycountymd.gov/browse?&page=59,59
County Managed Fuel Sites,https://data.montgomerycountymd.gov/Government/County-Managed-Fuel-Sites/876y-72gi," This dataset contains a list of the fueling sites around Montgomery County managed by the Division of Fleet Management Services. This is where government vehicles can get certain types of fuel around the county.
Update Frequency : Annually ",Government,July 1 2019,"fleet,automobile,vehicle,",https://data.montgomerycountymd.gov/browse?&page=70,70
County Managed Fuel Sites Map,https://data.montgomerycountymd.gov/Government/County-Managed-Fuel-Sites-Map/82st-9i6v, This dataset contains a list of the fueling sites around Montgomery County managed by the Division of Fleet Management Services.Update Frequency : Annually ,Government,July 1 2019,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=82,82
County Markets/Grocery Stores,https://data.montgomerycountymd.gov/Health-and-Human-Services/County-Markets-Grocery-Stores/wgri-r8fe," The Licensure & Regulatory Services Program inspects all licensed retail food establishments in Montgomery County for a variety of reasons (e.g. obtaining a permit, regular check-ups, or in response to complaints.) Included in this overall surveillance are two types of inspections that are conducted on a routine basis. The first type, a comprehensive inspection, is a thorough inspection that evaluates the sanitation, maintenance, and food service operations for the facility. This inspection includes many of the items found in the monitoring inspection, such as critical temperatures and food handling procedures. The second type, a monitoring inspection, involves checking the food service operation for critical food temperatures, equipment temperatures, and general food handling / cleanliness practices. While monitoring inspections are not as detailed as environmental inspections, they help ensure that the facility is operating safely throughout the year. The frequency of inspections is based on the food-borne illness risks associated with the food being processed at a facility. Based on the risk each facility is designated as high, medium, or low priority. High priority risk facilities prepare food products a day or more in advance or utilize any combination of two or more processes such as a cooking, cooling, reheating and hot holding food over four hours. Moderate priority risk facilities prepare and cook food products which are served immediately or within four hours. A low priority risk facility serve prepackage foods that are not potentially hazardous. For high risk facilities, a monitoring inspection is conducted at least twice a year, and moderate risk facilities are inspected at least once a year. High and moderate risk facilities also receive at least one comprehensive inspection every year. Low risk priority facilities typically receive one comprehensive inspection every two years. (C) Denotes a Critical Violation. A Critical Violation means a food safety requirement that requires immediate correction. Failure for immediate correction results in cessation of some or all food operations or closure of the facility until violation is able to be corrected. Update Frequency: Daily ",Health and Human Services,January 29 2020,"restaurant,closures,violations,inspection,food,",https://data.montgomerycountymd.gov/browse?&page=47,47
County Spending,https://data.montgomerycountymd.gov/Finance-Tax-Property/County-Spending/vpf9-6irq, This dataset includes County spending data for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted. ,Finance/Tax/Property,January 25 2020,"spending,checks,invoices,vendors,suppliers,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=4,4
County Spending View Oct15,https://data.montgomerycountymd.gov/Finance-Tax-Property/County-Spending-View-Oct15/pzxu-4ktj, This dataset includes County spending data for Montgomery County government. It does not include agency spending. Data considered sensitive or confidential and will be encrypted before it is posted. ,Finance/Tax/Property,January 25 2020,"purchase order,suppliers,vendors,invoices,checks,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=33,33
County Vendor List,https://data.montgomerycountymd.gov/Government/County-Vendor-List/qfrx-g8wf, The following dataset is a listing of all active County contracts. This list is updated daily. Contract spending information can be found at: https://data.montgomerycountymd.gov/Finance-Tax-Property/Contract-Spending/wv2m-su7v Update Frequency: Daily ,Government,January 29 2020,"contract,procurement,contracts,",https://data.montgomerycountymd.gov/browse?&page=31,31
County Well Permits,https://data.montgomerycountymd.gov/Licenses-Permits/County-Well-Permits/vddw-tec2," This dataset contains data for Well Permit. A Well Permit must be obtained prior to drilling a well for any purpose including to provide potable drinking water, water for irrigation or agricultural purposes, monitoring of geothermal systems and dewatering. Update Frequency : Daily ",Licenses/Permits,January 29 2020,"county,well,permits,drilling,water,and 4 more,",https://data.montgomerycountymd.gov/browse?&page=36,36
County WiFi Locations Map,https://data.montgomerycountymd.gov/Technology/County-WiFi-Locations-Map/bx76-hj77, A list of all Montgomery County WiFi Hot Spots. Update Frequency: Quarterly ,Technology,April 23 2018,"surf the web,cloud,www,internet,wifi,",https://data.montgomerycountymd.gov/browse?&page=25,25
Crashes on and intersecting with Wayne Ave,https://data.montgomerycountymd.gov/Public-Safety/Crashes-on-and-intersecting-with-Wayne-Ave/pydi-u9h3," This dataset provides general information about each collision and details of all traffic collisions occurring on county and local roadways within Montgomery County, as collected via the Automated Crash Reporting System (ACRS) of the Maryland State Police, and reported by the Montgomery County Police, Gaithersburg Police, Rockville Police, or the Maryland-National Capital Park Police. Please note that these collision reports are based on preliminary information supplied to the Police Department by the reporting parties. Therefore, the collision data available on this web page may reflect:
-Information not yet verified by further investigation
-Information that may include verified and unverified collision data
-Preliminary collision classifications may be changed at a later date based upon further investigation
-Information may include mechanical or human error This dataset can be joined with the other 2 Crash Reporting datasets (see URLs below) by the State Report Number.
* Crash Reporting - Drivers Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Drivers-Data/mmzv-x632
* Crash Reporting - Non-Motorists Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Non-Motorists-Data/n7fk-dce5
Update Frequency : Weekly ",Public Safety,January 24 2020,"safety,vision zero,traffic,pedestrian,driver,and 1 more,",https://data.montgomerycountymd.gov/browse?&page=73,73
Crash Incidents Around Schools,https://data.montgomerycountymd.gov/Public-Safety/Crash-Incidents-Around-Schools/8872-5nz8," This dataset provides general information about each collision and details of all traffic collisions occurring on county and local roadways within Montgomery County, as collected via the Automated Crash Reporting System (ACRS) of the Maryland State Police, and reported by the Montgomery County Police, Gaithersburg Police, Rockville Police, or the Maryland-National Capital Park Police. Please note that these collision reports are based on preliminary information supplied to the Police Department by the reporting parties. Therefore, the collision data available on this web page may reflect:
-Information not yet verified by further investigation
-Information that may include verified and unverified collision data
-Preliminary collision classifications may be changed at a later date based upon further investigation
-Information may include mechanical or human error This dataset can be joined with the other 2 Crash Reporting datasets (see URLs below) by the State Report Number.
* Crash Reporting - Drivers Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Drivers-Data/mmzv-x632
* Crash Reporting - Non-Motorists Data at https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Non-Motorists-Data/n7fk-dce5
Update Frequency : Weekly ",Public Safety,January 24 2020,"No tags assigned,",https://data.montgomerycountymd.gov/browse?&page=75,75
